iter	RMSE
353	36885.27344
354	36879.25508
355	36867.93876
356	36864.6544
357	36847.89248
358	36841.32153
359	36837.99666
360	36821.19078
361	36814.13037
362	36807.98597
363	36783.92118
364	36776.08647
365	36771.68396
366	36766.30817
367	36762.01674
368	36755.91067
369	36750.75254
370	36735.5218
371	36730.23897
372	36727.4179
373	36722.86256
374	36714.20198
375	36709.45678
376	36703.66875
377	36699.22018
378	36694.34928
379	36690.44775
380	36686.93115
381	36682.77003
382	36671.23523
383	36667.98596
384	36662.26708
385	36657.48635
386	36651.66849
387	36638.94452
388	36624.40612
389	36616.56349
390	36610.76243
391	36602.83082
392	36591.67817
393	36589.55504
394	36568.61897
395	36564.31241
396	36558.47169
397	36548.08149
398	36544.58793
399	36542.18465
400	36536.48002
401	36533.10905
402	36528.32526
403	36515.06055
404	36503.73637
405	36501.18635
406	36496.1902
407	36486.38201
408	36479.07425
409	36471.45643
410	36469.20743
411	36459.34823
412	36455.26606
413	36449.89018
414	36442.68447
415	36431.86693
416	36429.11997
417	36419.65815
418	36411.2122
419	36406.46163
420	36404.44142
421	36399.82033
422	36392.87141
423	36382.67528
424	36374.35977
425	36358.44053
426	36351.1464
427	36346.71558
428	36338.23726
429	36334.16485
430	36329.08279
431	36320.80852
432	36317.60796
433	36308.36289
434	36305.00861
435	36299.4231
436	36291.67828
437	36282.65507
438	36278.26324
439	36275.16118
440	36273.44388
441	36269.31064
442	36264.45093
443	36260.48828
444	36254.06894
445	36251.0734
446	36244.99558
447	36238.94497
448	36231.2709
449	36228.63352
450	36224.77193
451	36218.92079
452	36213.00216
453	36208.29538
454	36197.87916
455	36194.07427
456	36186.9917
457	36176.9554
458	36173.22424
459	36165.89536
460	36163.13253
461	36157.63505
462	36152.48078
463	36148.19479
464	36144.59281
465	36140.45721
466	36127.94239
467	36124.24014
468	36114.96667
469	36111.43036
470	36102.82505
471	36091.01185
472	36082.42264
473	36076.1244
474	36064.99907
475	36058.69968
476	36053.25091
477	36049.94578
478	36047.17416
479	36042.61771
480	36037.63272
481	36027.13376
482	36022.79873
483	36012.65617
484	36007.31166
485	36001.90752
486	35998.95779
487	35996.16434
488	35989.65218
489	35983.49867
490	35978.56375
491	35974.69486
492	35971.0023
493	35962.73826
494	35958.32282
495	35952.35437
496	35948.73979
497	35941.24261
498	35935.20167
499	35932.46726
500	35928.41541
501	35924.54131
502	35919.35935
503	35915.92008
504	35913.92566
505	35911.45842
506	35907.98126
507	35906.36122
508	35901.7913
509	35894.77492
510	35885.99895
511	35879.28731
512	35877.12727
513	35874.71966
514	35866.42983
515	35864.26249
516	35858.77959
517	35854.31592
518	35849.4175
519	35843.94469
520	35838.98047
521	35829.62644
522	35825.78025
523	35821.71197
524	35816.72806
525	35813.9284
526	35811.22155
527	35808.97216
528	35805.18504
529	35800.80091
530	35795.99727
531	35790.01776
532	35788.95919
533	35786.97956
534	35784.79911
535	35779.96914
536	35774.4428
537	35772.55847
538	35768.83559
539	35762.78358
540	35759.58884
541	35757.37583
542	35754.17676
543	35748.89082
544	35743.35842
545	35739.94521
546	35734.97874
547	35732.90288
548	35729.02267
549	35727.40522
550	35720.45483
551	35716.25882
552	35713.42181
553	35708.70606
554	35705.15438
555	35702.13493
556	35698.14938
557	35695.67884
558	35690.44804
559	35686.35918
560	35682.624
561	35678.76768
562	35675.71079
563	35673.84608
564	35669.09677
565	35665.73467
566	35664.29696
567	35660.03122
568	35657.40626
569	35653.83279
570	35650.29215
571	35643.41244
572	35641.95468
573	35638.53025
574	35633.86151
575	35630.67708
576	35629.77762
577	35626.45663
578	35624.54603
579	35622.35381
580	35619.09116
581	35615.23675
582	35614.51352
583	35611.36715
584	35608.29229
585	35605.2871
586	35599.72495
587	35596.03101
588	35592.47641
589	35590.4002
590	35586.53345
591	35582.38146
592	35579.46936
593	35575.03765
594	35570.69974
595	35566.77683
596	35563.85299
597	35559.6264
598	35556.89605
599	35554.81945
600	35552.19738
601	35549.63443
602	35545.73363
603	35543.8324
604	35541.41243
605	35539.12548
606	35537.79474
607	35536.63327
608	35534.49975
609	35531.59576
610	35528.43585
611	35524.41866
612	35522.07094
613	35517.79666
614	35516.07508
615	35513.22317
616	35511.36554
617	35510.00568
618	35506.95037
619	35506.0458
620	35503.81266
621	35501.78996
622	35499.96988
623	35497.8301
624	35494.67951
625	35492.44236
626	35490.86793
627	35488.34474
628	35487.5255
629	35485.6106
630	35483.8829
631	35482.11594
632	35481.53922
633	35480.23746
634	35477.41047
635	35473.76472
636	35470.99555
637	35469.14883
638	35465.2142
639	35463.01238
640	35460.88198
641	35458.84858
642	35456.74606
643	35455.45738
644	35451.95264
645	35450.04782
646	35448.05203
647	35445.27102
648	35444.52759
649	35440.68902
650	35440.36237
651	35438.36076
652	35436.14256
653	35432.84777
654	35430.24989
655	35427.70638
656	35426.77562
657	35423.96182
658	35421.25134
659	35419.04737
660	35416.20369
661	35413.77907
662	35410.21062
663	35407.65904
664	35406.34114
665	35405.24555
666	35403.58996
667	35401.85444
668	35400.60257
669	35397.84154
670	35395.47165
671	35392.09127
672	35389.63715
673	35385.9804
674	35384.09951
675	35382.17887
676	35380.66303
677	35379.75333
678	35377.8822
679	35375.33172
680	35373.05294
681	35371.59025
682	35369.65095
683	35367.79236
684	35366.65785
685	35365.62955
686	35363.1948
687	35362.03705
688	35360.5385
689	35359.36629
690	35356.84777
691	35355.27282
692	35353.54325
693	35350.78806
694	35349.50422
695	35347.9671
696	35346.60396
697	35344.21609
698	35342.75519
699	35341.09386
700	35337.938
701	35336.19002
702	35333.19791
703	35331.79549
704	35330.81731
705	35329.78676
706	35329.13464
707	35327.86543
708	35326.67513
709	35325.01432
710	35323.91031
711	35321.63726
712	35319.8525
713	35319.00766
714	35316.47914
715	35314.91945
716	35313.42722
717	35311.45705
718	35310.26023
719	35308.52952
720	35305.51256
721	35304.51959
722	35303.30825
723	35302.48212
724	35301.37385
725	35299.93003
726	35298.73635
727	35298.16372
728	35297.02851
729	35295.95629
730	35293.67866
731	35290.81589
732	35289.85323
733	35288.97505
734	35286.66847
735	35284.84238
736	35282.8862
737	35281.05281
738	35279.70328
739	35278.44058
740	35275.85559
741	35273.87386
742	35271.78549
743	35269.11757
744	35267.28964
745	35264.74085
746	35262.68399
747	35260.19939
748	35258.81362
749	35258.05497
750	35257.06897
751	35255.17275
752	35253.96999
753	35253.15166
754	35250.75197
755	35250.35286
756	35249.39674
757	35248.52956
758	35244.91339
759	35243.84639
760	35241.96867
761	35240.01936
762	35237.68177
763	35235.81375
764	35234.82014
765	35234.07948
766	35232.38033
767	35231.3985
768	35230.14629
769	35229.38042
770	35228.62078
771	35226.70228
772	35225.17724
773	35222.01807
774	35220.70771
775	35218.94523
776	35218.0966
777	35215.97706
778	35215.33027
779	35213.65261
780	35212.56284
781	35210.50792
782	35208.33329
783	35207.87362
784	35205.7433
785	35204.686
786	35203.94013
787	35202.71932
788	35201.9518
789	35200.4099
790	35199.14046
791	35198.49264
792	35196.03362
793	35193.66079
794	35192.63873
795	35192.08001
796	35191.6311
797	35190.7578
798	35190.34785
799	35189.62192
800	35188.96256
801	35187.57675
802	35186.60058
803	35185.05418
804	35184.08999
805	35182.30191
806	35181.30607
807	35179.79746
808	35179.07078
809	35178.6223
810	35176.76296
811	35174.52253
812	35173.56808
813	35171.07976
814	35170.24085
815	35169.01074
816	35167.49339
817	35165.68796
818	35164.18585
819	35163.48573
820	35161.80617
821	35160.50831
822	35159.54586
823	35158.15657
824	35157.55678
825	35156.85819
826	35155.96976
827	35154.29226
828	35153.20942
829	35151.8987
830	35150.2737
831	35149.69033
832	35148.7475
833	35147.44018
834	35145.35281
835	35143.35339
836	35141.51826
837	35140.80078
838	35140.33827
839	35139.91069
840	35138.84789
841	35136.49455
842	35134.91371
843	35133.90498
844	35133.14053
845	35131.84335
846	35131.04152
847	35129.62199
848	35129.08142
849	35127.92929
850	35126.73142
851	35125.66029
852	35125.19108
853	35122.82929
854	35121.04053
855	35120.01168
856	35119.44181
857	35118.13497
858	35116.42739
859	35115.85966
860	35115.1927
861	35113.95885
862	35112.31499
863	35110.89669
864	35110.12202
865	35108.29386
866	35106.83193
867	35105.70163
868	35103.84538
869	35102.8759
870	35102.45765
871	35100.90564
872	35099.73929
873	35098.96094
874	35098.16
875	35097.65369
876	35096.9091
877	35095.5521
878	35095.18696
879	35094.72782
880	35093.67617
881	35092.50713
882	35091.329
883	35090.36922
884	35088.57677
885	35087.68177
886	35087.37379
887	35086.45848
888	35085.17692
889	35084.3838
890	35083.50044
891	35081.95139
892	35081.52607
893	35080.15001
894	35079.66944
895	35079.05826
896	35078.00027
897	35077.05976
898	35075.96784
899	35075.01801
900	35073.25708
901	35072.46126
902	35072.16603
903	35071.27294
904	35070.58571
905	35070.08768
906	35069.27972
907	35068.32736
908	35067.76128
909	35066.72496
910	35066.14288
911	35065.46314
912	35065.13474
913	35064.62157
914	35064.09312
915	35063.48378
916	35062.23686
917	35060.81056
918	35059.97865
919	35059.17149
920	35058.22466
921	35057.20494
922	35056.34166
923	35055.56746
924	35054.67304
925	35053.57438
926	35052.83814
927	35051.24714
928	35050.06627
929	35049.731
930	35049.21283
931	35047.90015
932	35046.89717
933	35046.58098
934	35044.79377
935	35043.89814
936	35043.54449
937	35041.86536
938	35041.57759
939	35040.52189
940	35039.57077
941	35038.64381
942	35038.22313
943	35037.08966
944	35035.63931
945	35034.3004
946	35033.61099
947	35032.61996
948	35031.98249
949	35031.0908
950	35030.23106
951	35029.7237
952	35029.36455
953	35028.39833
954	35027.41972
955	35026.89532
956	35026.31771
957	35025.99772
958	35025.14113
959	35024.055
960	35023.8844
961	35023.25787
962	35022.67115
963	35022.16075
964	35021.28847
965	35020.88739
966	35020.36197
967	35019.83801
968	35019.25867
969	35018.69373
970	35018.4124
971	35017.73257
972	35017.37561
973	35016.77272
974	35016.07906
975	35015.591
976	35014.87477
977	35014.50622
978	35013.92044
979	35013.60285
980	35012.71716
981	35012.1937
982	35011.3772
983	35011.01528
984	35010.19492
985	35009.55435
986	35009.02511
987	35008.32502
988	35008.04291
989	35007.44181
990	35006.95742
991	35006.31961
992	35004.76243
993	35004.75382
994	35003.85983
995	35003.48779
996	35002.47115
997	35001.89195
998	35000.98155
999	35000.3404
